File,Line,Token,LineText,Model,Surface,Origin,RiskOfChange,InitialRecommendation
models\acoustoelastic_iop_hgo\options\defaultAcoustoelasticIOPHGOOptions.m,75,atlasInitializationNumFrequencyPoints,"options.atlasInitializationNumFrequencyPoints = 50;",AE,Fit,Default,low,preserve as historical context
models\acoustoelastic_iop_hgo\options\defaultAcoustoelasticIOPHGOOptions.m,51,MaxIter,"options.complexCMaxIter = 250;",AE,Fit,Default,low,preserve as historical context
models\acoustoelastic_iop_hgo\options\defaultAcoustoelasticIOPHGOOptions.m,52,MaxFunEvals,"options.complexCMaxFunEvals = 900;",AE,Fit,Default,low,preserve as historical context
models\acoustoelastic_iop_hgo\options\defaultAcoustoelasticIOPHGOOptions.m,53,TolX,"options.complexCTolX = 1e-9;",AE,Fit,Default,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticAtlasBranch.m,23,atlasNumYPoints,"yGrid = logspace(log10(options.atlasYMin), log10(options.atlasYMax), options.atlasNumYPoints);",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticAtlasBranch.m,130,atlasNumYPoints,"def.atlasNumYPoints = 1000;",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticAtlasBranch.m,35,atlasTopNMinima,"minima = localMinima(cGrid, objectiveMap(:,k), cShear, options.atlasTopNMinima, options);",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticAtlasBranch.m,131,atlasTopNMinima,"def.atlasTopNMinima = 18;",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticComplexCDispersion.m,81,MaxIter,"'MaxIter', options.complexCMaxIter, ...",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticComplexCDispersion.m,82,MaxFunEvals,"'MaxFunEvals', options.complexCMaxFunEvals, ...",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticComplexCDispersion.m,83,TolX,"'TolX', options.complexCTolX, ...",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticIOPHGOAtlasBranch.m,70,atlasInitializationNumFrequencyPoints,"nInit = round(getOptionValue(options, 'atlasInitializationNumFrequencyPoints', 50));",AE,Fit,solver/API,low,preserve as historical context
models\acoustoelastic_iop_hgo\solvers\solveAcoustoelasticIOPHGOAtlasBranch.m,93,atlasInitializationNumFrequencyPoints,"result.internalAtlasTracking.InitializationNumFrequencyPoints = getOptionValue(options, 'atlasInitializationNumFrequencyPoints', 50);",AE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\refineMRLFEComplexKRoot.m,33,MaxIter,"'MaxIter', getFieldOrDefault(options, 'mrlfeComplexMaxIter', 60), ...",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\refineMRLFEComplexKRoot.m,34,MaxFunEvals,"'MaxFunEvals', getFieldOrDefault(options, 'mrlfeComplexMaxFunEvals', 120), ...",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\refineMRLFEComplexKRoot.m,35,TolX,"'TolX', getFieldOrDefault(options, 'mrlfeComplexTolX', 1e-7), ...",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEAtlasUnified.m,109,mrlfeAdaptiveCpScanPoints,"opt.mrlfeAdaptiveCpScanPoints = getOption(options, 'mrlfeAdaptiveCpScanPoints', getOption(options, 'mrlfeViscoAtlasCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEAtlasUnified.m,137,mrlfeAdaptiveCpScanPoints,"opt.mrlfeAdaptiveCpScanPoints = getOption(options, 'mrlfeAdaptiveCpScanPoints', getOption(options, 'mrlfeViscoAtlasCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEAtlasUnified.m,101,mrlfeViscoAtlasCpScanPoints,"opt.mrlfeA0DPCpScanPoints = getOption(options, 'mrlfeViscoAtlasCpScanPoints', getOption(options, 'mrlfeA0DPCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEAtlasUnified.m,109,mrlfeViscoAtlasCpScanPoints,"opt.mrlfeAdaptiveCpScanPoints = getOption(options, 'mrlfeAdaptiveCpScanPoints', getOption(options, 'mrlfeViscoAtlasCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEAtlasUnified.m,137,mrlfeViscoAtlasCpScanPoints,"opt.mrlfeAdaptiveCpScanPoints = getOption(options, 'mrlfeAdaptiveCpScanPoints', getOption(options, 'mrlfeViscoAtlasCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEAtlasUnified.m,101,mrlfeA0DPCpScanPoints,"opt.mrlfeA0DPCpScanPoints = getOption(options, 'mrlfeViscoAtlasCpScanPoints', getOption(options, 'mrlfeA0DPCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,147,mrlfeAdaptiveCpScanPoints,"tracker.cpScanPoints = getOption(options, 'mrlfeAdaptiveCpScanPoints', getOption(options, 'mrlfeViscoAtlasCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,147,mrlfeViscoAtlasCpScanPoints,"tracker.cpScanPoints = getOption(options, 'mrlfeAdaptiveCpScanPoints', getOption(options, 'mrlfeViscoAtlasCpScanPoints', 900));",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,160,MaxIter,"tracker.refineMaxIter = getOption(options, 'mrlfeA0DPRefineMaxIter', 24);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,294,MaxIter,"'MaxIter', tracker.refineMaxIter, 'MaxFunEvals', tracker.refineMaxFunEvals);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,161,MaxFunEvals,"tracker.refineMaxFunEvals = getOption(options, 'mrlfeA0DPRefineMaxFunEvals', 60);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,294,MaxFunEvals,"'MaxIter', tracker.refineMaxIter, 'MaxFunEvals', tracker.refineMaxFunEvals);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,159,TolX,"tracker.refineTolX = getOption(options, 'mrlfeA0DPRefineTolX', 1e-6);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchAdaptiveAtlas.m,293,TolX,"opt = optimset('Display', 'off', 'TolX', tracker.refineTolX, ...",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,75,mrlfeA0DPCpScanPoints,"tracker.cpScanPoints = getOption(options, 'mrlfeA0DPCpScanPoints', 2200);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,91,MaxIter,"tracker.refineMaxIter = getOption(options, 'mrlfeA0DPRefineMaxIter', 24);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,191,MaxIter,"'MaxIter', tracker.refineMaxIter, 'MaxFunEvals', tracker.refineMaxFunEvals);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,92,MaxFunEvals,"tracker.refineMaxFunEvals = getOption(options, 'mrlfeA0DPRefineMaxFunEvals', 60);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,191,MaxFunEvals,"'MaxIter', tracker.refineMaxIter, 'MaxFunEvals', tracker.refineMaxFunEvals);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,90,TolX,"tracker.refineTolX = getOption(options, 'mrlfeA0DPRefineTolX', 1e-6);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchDP.m,190,TolX,"opt = optimset('Display', 'off', 'TolX', tracker.refineTolX, ...",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchModalAtlas.m,164,MaxIter,"atlasOptions.refineMaxIter = getOption(options, 'mrlfeModalAtlasRefineMaxIter', 20);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchModalAtlas.m,274,MaxIter,"'MaxIter', atlasOptions.refineMaxIter, 'MaxFunEvals', atlasOptions.refineMaxFunEvals);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchModalAtlas.m,165,MaxFunEvals,"atlasOptions.refineMaxFunEvals = getOption(options, 'mrlfeModalAtlasRefineMaxFunEvals', 50);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchModalAtlas.m,274,MaxFunEvals,"'MaxIter', atlasOptions.refineMaxIter, 'MaxFunEvals', atlasOptions.refineMaxFunEvals);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchModalAtlas.m,163,TolX,"atlasOptions.refineTolX = getOption(options, 'mrlfeModalAtlasRefineTolX', 1e-6);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEBranchModalAtlas.m,273,TolX,"opt = optimset('Display', 'off', 'TolX', atlasOptions.refineTolX, ...",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,51,mrlfeViscoAtlasCpScanPoints,"options.mrlfeA0DPCpScanPoints = getOptionWithAlias(options, 'mrlfeA0DPCpScanPoints', 'mrlfeViscoAtlasCpScanPoints', 900);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,51,mrlfeA0DPCpScanPoints,"options.mrlfeA0DPCpScanPoints = getOptionWithAlias(options, 'mrlfeA0DPCpScanPoints', 'mrlfeViscoAtlasCpScanPoints', 900);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,187,mrlfeA0DPCpScanPoints,"summary.cpScanPoints = getOption(options, 'mrlfeA0DPCpScanPoints', NaN);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,55,MaxIter,"options.mrlfeA0DPRefineMaxIter = getOption(options, 'mrlfeA0DPRefineMaxIter', 24);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,198,MaxIter,"summary.refineMaxIter = getOption(options, 'mrlfeA0DPRefineMaxIter', NaN);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,56,MaxFunEvals,"options.mrlfeA0DPRefineMaxFunEvals = getOption(options, 'mrlfeA0DPRefineMaxFunEvals', 60);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,199,MaxFunEvals,"summary.refineMaxFunEvals = getOption(options, 'mrlfeA0DPRefineMaxFunEvals', NaN);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,54,TolX,"options.mrlfeA0DPRefineTolX = getOption(options, 'mrlfeA0DPRefineTolX', 1e-6);",mRLFE,Fit,solver/API,low,preserve as historical context
models\mrlfe\solvers\solveMRLFEViscoBranchAtlas.m,197,TolX,"summary.refineTolX = getOption(options, 'mrlfeA0DPRefineTolX', NaN);",mRLFE,Fit,solver/API,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,4,Fast,"% robustness can be ""Fast"", ""Balanced"", or ""Robust"".",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,142,Fast,"case ""Fast""",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,168,Fast,"error('Unknown robustness preset. Use Fast, Balanced, or Robust.');",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,4,Balanced,"% robustness can be ""Fast"", ""Balanced"", or ""Robust"".",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,7,Balanced,"robustness = ""Balanced"";",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,151,Balanced,"case ""Balanced""",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,168,Balanced,"error('Unknown robustness preset. Use Fast, Balanced, or Robust.');",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,4,Robust,"% robustness can be ""Fast"", ""Balanced"", or ""Robust"".",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,158,Robust,"case ""Robust""",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,168,Robust,"error('Unknown robustness preset. Use Fast, Balanced, or Robust.');",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,1,robustness,"function options = rlDefaultOptions(robustness)",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,2,robustness,"% Return default solver options for the requested robustness preset.",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,4,robustness,"% robustness can be ""Fast"", ""Balanced"", or ""Robust"".",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,6,robustness,"if nargin < 1 || strlength(string(robustness)) == 0",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,7,robustness,"robustness = ""Balanced"";",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,10,robustness,"robustness = string(robustness);",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,16,robustness,"options.robustness = robustness;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,141,robustness,"switch robustness",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,168,robustness,"error('Unknown robustness preset. Use Fast, Balanced, or Robust.');",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,97,mrlfeA0DPCpScanPoints,"options.mrlfeA0DPCpScanPoints = 2200;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,121,MaxIter,"options.mrlfeComplexMaxIter = 120;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,148,MaxIter,"options.mrlfeComplexMaxIter = 70;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,164,MaxIter,"options.mrlfeComplexMaxIter = 180;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,122,MaxFunEvals,"options.mrlfeComplexMaxFunEvals = 260;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,149,MaxFunEvals,"options.mrlfeComplexMaxFunEvals = 150;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,165,MaxFunEvals,"options.mrlfeComplexMaxFunEvals = 420;",RL,Fit,Default,low,preserve as historical context
models\rayleigh_lamb\core\rlDefaultOptions.m,123,TolX,"options.mrlfeComplexTolX = 1e-7;",RL,Fit,Default,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,8,Fast,"fast = rlDefaultOptions(""Fast"");",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,13,Fast,"'Fast RL gridPointsInitial should be lower than Balanced.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,17,Fast,"'Fast RL gridPointsTracking should be lower than Balanced.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,24,Fast,"aeFast = aeDefaultSweepOptions(""Fast"");",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,28,Fast,"assert(aeFast.atlasNumYPoints == 300 && aeFast.atlasTopNMinima == 12, ...",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,29,Fast,"'AE Fast should map to atlas 300/12.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,35,Fast,"%% Fit mRLFE currently accepts robustness in controls but uses mrlfeDefaultSweepOptions Fast.",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,42,Fast,"assert(mrlfeOptions.robustness == ""Fast"", ...",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,43,Fast,"'mRLFE default sweep options currently force rlDefaultOptions(""Fast"") independent of Fit controls.robustness.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,9,Balanced,"balanced = rlDefaultOptions(""Balanced"");",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,13,Balanced,"'Fast RL gridPointsInitial should be lower than Balanced.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,15,Balanced,"'Balanced RL gridPointsInitial should be lower than Robust.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,17,Balanced,"'Fast RL gridPointsTracking should be lower than Balanced.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,19,Balanced,"'Balanced RL gridPointsTracking should be lower than Robust.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,25,Balanced,"aeBalanced = aeDefaultSweepOptions(""Balanced"");",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,30,Balanced,"assert(aeBalanced.atlasNumYPoints == 600 && aeBalanced.atlasTopNMinima == 16, ...",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,31,Balanced,"'AE Balanced should map to atlas 600/16.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,10,Robust,"robust = rlDefaultOptions(""Robust"");",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,15,Robust,"'Balanced RL gridPointsInitial should be lower than Robust.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,19,Robust,"'Balanced RL gridPointsTracking should be lower than Robust.');",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,26,Robust,"aeRobust = aeDefaultSweepOptions(""Robust"");",shared,Fit,test,low,preserve as historical context
tests\app\fitting\test_execution_profile_current_contract.m,32,Robust,"assert(aeRobust.atlasNumYPoints == 900 && aeRobust.atlasTopNMinima == 20, ...",shared,Fit,test,low,preserve as historical context
